id_client,age,genre,situation_matrimoniale,nb_personnes_charge,secteur_activite,anciennete_activite_annees,revenu_mensuel_gnf,membre_tontine,possede_mobile_money,membre_association_marchands,nb_credits_anterieurs,a_deja_eu_retard,jours_retard_max_anterieur,garant_disponible,score_bureau_credit,montant_pret_demande_gnf,duree_pret_mois,ratio_pret_revenu,defaut_paiement
MAD-00580,41,Femme,Veuf(ve),6,Tissus_Pagnes,2.0,4046000,Oui,Oui,Oui,1,0,0,Oui,742,5054000,18,1.25,0
MAD-00581,18,Femme,Célibataire,4,Vêtements,2.0,3941000,Non,Oui,Oui,0,0,0,Oui,660,2325000,9,0.59,0
MAD-00582,25,Femme,Marié(e),3,Vêtements,4.7,5731000,Non,Oui,Oui,1,0,0,Oui,614,8276000,18,1.44,0
MAD-00583,34,Femme,Marié(e),4,Alimentation,6.5,5383000,Oui,Oui,Non,2,0,0,Non,666,1222000,6,0.23,0
MAD-00584,26,Femme,Divorcé(e),5,Vêtements,1.6,2828000,Non,Non,Oui,3,0,0,Oui,772,300000,3,0.11,0
MAD-00585,45,Femme,Célibataire,2,Électronique_Téléphonie,5.3,5259000,Oui,Oui,Non,2,0,0,Non,582,827000,3,0.16,0
MAD-00586,59,Femme,Célibataire,3,Vêtements,15.6,3723000,Oui,Non,Non,2,1,87,Non,322,3522000,18,0.95,1
MAD-00587,25,Femme,Divorcé(e),4,Vêtements,1.6,8537000,Non,Oui,Oui,2,0,0,Oui,501,1506000,6,0.18,0
MAD-00588,28,Femme,Célibataire,0,Chaussures,4.7,5551000,Non,Oui,Non,4,0,0,Oui,508,344000,3,0.06,0
MAD-00589,40,Femme,Célibataire,2,Alimentation,3.3,2196000,Non,Non,Non,2,0,0,Oui,520,579000,6,0.26,0
MAD-00590,55,Femme,Marié(e),5,Vêtements,7.6,10887000,Non,Oui,Non,2,1,36,Oui,469,5434000,9,0.5,1
MAD-00591,24,Femme,Marié(e),3,Quincaillerie,3.9,1048000,Oui,Oui,Non,2,0,0,Oui,617,573000,9,0.55,0
MAD-00592,40,Homme,Veuf(ve),8,Alimentation,5.5,4365000,Oui,Oui,Non,2,0,0,Non,642,300000,6,0.07,0
MAD-00593,58,Homme,Célibataire,2,Vêtements,1.3,2056000,Oui,Oui,Non,4,1,61,Oui,549,536000,18,0.26,0
MAD-00594,19,Homme,Marié(e),5,Cosmétiques,3.5,8434000,Oui,Non,Oui,1,0,0,Oui,554,17524000,24,2.08,1
MAD-00595,23,Femme,Célibataire,2,Vêtements,0.9,3426000,Oui,Oui,Oui,2,0,0,Non,709,1102000,6,0.32,0
MAD-00596,33,Femme,Marié(e),1,Vêtements,2.1,1975000,Oui,Oui,Non,2,0,0,Non,668,2762000,24,1.4,0
MAD-00597,32,Femme,Divorcé(e),2,Vêtements,1.3,2594000,Oui,Oui,Oui,1,0,0,Oui,762,1167000,18,0.45,0
MAD-00598,46,Homme,Marié(e),3,Vêtements,20.2,2603000,Non,Oui,Non,2,0,0,Oui,676,2728000,18,1.05,0
MAD-00599,40,Homme,Divorcé(e),0,Quincaillerie,1.2,2536000,Oui,Non,Oui,3,0,0,Oui,588,372000,3,0.15,0
MAD-00600,18,Homme,Marié(e),5,Tissus_Pagnes,1.8,2523000,Oui,Non,Oui,0,0,0,Non,737,1947000,18,0.77,0
MAD-00601,43,Homme,Marié(e),2,Vêtements,0.8,1981000,Non,Oui,Non,0,0,0,Non,624,388000,9,0.2,0
MAD-00602,31,Femme,Marié(e),2,Vêtements,3.0,3522000,Oui,Oui,Oui,1,0,0,Oui,691,387000,3,0.11,0
MAD-00603,52,Homme,Divorcé(e),1,Divers,1.3,3707000,Oui,Oui,Oui,2,0,0,Oui,684,4788000,12,1.29,0
MAD-00604,31,Homme,Marié(e),5,Alimentation,15.7,2181000,Oui,Non,Non,2,0,0,Oui,608,649000,6,0.3,0
MAD-00605,30,Femme,Marié(e),4,Électronique_Téléphonie,0.9,1215000,Non,Oui,Non,1,0,0,Non,609,1138000,12,0.94,1
MAD-00606,43,Homme,Célibataire,1,Vêtements,6.4,3702000,Non,Oui,Non,2,0,0,Oui,588,2373000,12,0.64,0
MAD-00607,46,Femme,Marié(e),2,Divers,7.0,4173000,Oui,Oui,Oui,1,0,0,Oui,543,1898000,9,0.45,0
MAD-00608,42,Homme,Marié(e),5,Vêtements,6.9,4627000,Oui,Non,Non,1,0,0,Oui,426,589000,3,0.13,0
MAD-00609,19,Homme,Marié(e),7,Alimentation,4.7,4146000,Oui,Oui,Non,0,1,37,Non,502,6864000,18,1.66,1
MAD-00610,43,Femme,Divorcé(e),6,Tissus_Pagnes,14.2,7451000,Oui,Oui,Non,0,0,0,Oui,637,1512000,3,0.2,0
MAD-00611,26,Femme,Marié(e),5,Vêtements,4.8,5263000,Non,Non,Oui,2,0,0,Non,697,3656000,18,0.69,1
MAD-00612,40,Femme,Marié(e),1,Chaussures,4.3,13044000,Non,Non,Oui,2,1,40,Oui,611,7589000,12,0.58,0
MAD-00613,22,Homme,Marié(e),4,Cosmétiques,6.2,16465000,Non,Oui,Non,0,0,0,Oui,574,4210000,3,0.26,0
MAD-00614,42,Homme,Marié(e),6,Chaussures,2.4,1197000,Non,Non,Non,1,1,49,Oui,465,300000,9,0.25,1
MAD-00615,29,Femme,Marié(e),4,Alimentation,8.1,1126000,Oui,Oui,Oui,2,0,0,Oui,603,1786000,24,1.59,0
MAD-00616,23,Homme,Marié(e),8,Chaussures,9.9,3243000,Non,Oui,Non,1,0,0,Oui,512,5586000,24,1.72,0
MAD-00617,45,Femme,Marié(e),4,Vêtements,11.6,4251000,Non,Oui,Non,2,0,0,Oui,409,505000,3,0.12,0
MAD-00618,40,Femme,Marié(e),3,Divers,6.1,3020000,Oui,Oui,Oui,1,0,0,Oui,480,1127000,6,0.37,0
MAD-00619,31,Femme,Divorcé(e),2,Chaussures,5.1,4509000,Non,Oui,Non,4,1,71,Oui,617,1918000,6,0.43,0
MAD-00620,53,Femme,Marié(e),3,Cosmétiques,35.0,3599000,Non,Oui,Oui,2,0,0,Non,767,1190000,12,0.33,0
MAD-00621,33,Femme,Marié(e),3,Électronique_Téléphonie,8.2,2265000,Non,Oui,Non,4,0,0,Oui,667,1079000,6,0.48,0
MAD-00622,38,Femme,Divorcé(e),2,Cosmétiques,20.3,2803000,Oui,Oui,Non,1,1,61,Non,523,553000,3,0.2,0
MAD-00623,40,Femme,Divorcé(e),6,Tissus_Pagnes,9.3,2929000,Oui,Oui,Non,0,0,0,Non,494,958000,6,0.33,0
MAD-00624,31,Femme,Célibataire,4,Vêtements,15.5,5169000,Non,Oui,Non,1,0,0,Non,585,7562000,24,1.46,0
MAD-00625,43,Homme,Marié(e),0,Cosmétiques,5.5,2428000,Oui,Oui,Non,2,0,0,Oui,675,1107000,6,0.46,0
MAD-00626,32,Femme,Marié(e),1,Vêtements,2.4,2595000,Non,Oui,Oui,1,0,0,Non,674,3620000,12,1.39,0
MAD-00627,33,Homme,Marié(e),6,Alimentation,0.2,4054000,Oui,Oui,Non,1,1,26,Non,642,895000,3,0.22,0
MAD-00628,52,Femme,Marié(e),8,Électronique_Téléphonie,4.3,2781000,Oui,Oui,Non,2,0,0,Oui,728,2623000,12,0.94,0
MAD-00629,26,Femme,Marié(e),1,Alimentation,0.5,5482000,Oui,Oui,Oui,1,0,0,Oui,794,3117000,9,0.57,0
MAD-00630,18,Femme,Célibataire,1,Cosmétiques,12.3,2153000,Non,Oui,Non,0,0,0,Oui,563,4103000,18,1.91,0
MAD-00631,55,Femme,Marié(e),1,Alimentation,3.3,1682000,Oui,Oui,Oui,1,0,0,Oui,850,438000,12,0.26,0
MAD-00632,66,Femme,Célibataire,4,Tissus_Pagnes,9.8,3791000,Non,Non,Non,1,0,0,Oui,418,300000,3,0.08,0
MAD-00633,33,Femme,Marié(e),0,Électronique_Téléphonie,3.0,3785000,Non,Oui,Non,4,0,0,Oui,529,2117000,9,0.56,1
MAD-00634,18,Femme,Marié(e),5,Alimentation,8.5,2093000,Non,Oui,Non,1,0,0,Non,618,470000,3,0.22,0
MAD-00635,34,Femme,Célibataire,3,Cosmétiques,13.5,6598000,Oui,Oui,Non,2,0,0,Oui,669,330000,6,0.05,0
MAD-00636,34,Femme,Divorcé(e),1,Cosmétiques,9.7,8818000,Oui,Non,Oui,2,0,0,Oui,603,12327000,24,1.4,1
MAD-00637,35,Femme,Marié(e),1,Électronique_Téléphonie,2.0,2154000,Non,Oui,Non,0,0,0,Non,555,1043000,9,0.48,0
MAD-00638,25,Homme,Célibataire,1,Alimentation,8.8,6967000,Oui,Oui,Non,1,0,0,Oui,818,9648000,18,1.38,0
MAD-00639,44,Femme,Marié(e),2,Électronique_Téléphonie,5.9,975000,Oui,Oui,Oui,4,0,0,Oui,571,300000,3,0.31,0
MAD-00640,43,Homme,Marié(e),4,Tissus_Pagnes,2.2,5412000,Non,Oui,Oui,1,1,11,Oui,491,1279000,18,0.24,1
MAD-00641,21,Homme,Célibataire,4,Tissus_Pagnes,2.5,1920000,Oui,Non,Non,0,0,0,Oui,772,1083000,18,0.56,0
MAD-00642,45,Homme,Marié(e),3,Vêtements,1.6,5108000,Oui,Oui,Non,1,0,0,Oui,696,2339000,12,0.46,0
MAD-00643,60,Homme,Marié(e),2,Vêtements,7.9,1980000,Non,Oui,Oui,0,1,6,Oui,689,456000,3,0.23,0
MAD-00644,39,Femme,Marié(e),2,Tissus_Pagnes,10.5,3164000,Oui,Oui,Oui,3,0,0,Non,637,3856000,18,1.22,0
MAD-00645,34,Femme,Marié(e),2,Alimentation,6.1,2077000,Oui,Oui,Oui,1,0,0,Non,496,1601000,18,0.77,1
MAD-00646,36,Femme,Marié(e),0,Tissus_Pagnes,18.3,3179000,Oui,Oui,Non,1,1,83,Oui,503,1182000,6,0.37,0
MAD-00647,44,Homme,Marié(e),1,Cosmétiques,1.5,8138000,Non,Oui,Non,1,0,0,Non,463,6227000,24,0.77,0
MAD-00648,18,Femme,Veuf(ve),6,Tissus_Pagnes,5.1,2940000,Non,Oui,Non,0,0,0,Non,621,5799000,18,1.97,0
MAD-00649,39,Femme,Célibataire,2,Alimentation,0.1,9445000,Non,Non,Non,1,0,0,Non,658,4119000,6,0.44,0
MAD-00650,33,Homme,Marié(e),4,Vêtements,8.9,2659000,Non,Oui,Oui,0,0,0,Oui,696,1244000,6,0.47,0
MAD-00651,58,Femme,Marié(e),7,Tissus_Pagnes,5.0,6869000,Oui,Oui,Non,0,0,0,Non,611,3823000,6,0.56,0
MAD-00652,36,Femme,Célibataire,1,Cosmétiques,12.9,1597000,Oui,Oui,Oui,1,0,0,Oui,687,1204000,9,0.75,0
MAD-00653,56,Homme,Marié(e),5,Quincaillerie,5.4,2689000,Oui,Non,Oui,3,0,0,Oui,538,2862000,18,1.06,0
MAD-00654,25,Femme,Marié(e),2,Tissus_Pagnes,7.8,2437000,Non,Non,Non,1,0,0,Non,686,2356000,18,0.97,0
MAD-00655,44,Femme,Célibataire,1,Cosmétiques,10.7,7212000,Non,Oui,Non,1,0,0,Oui,660,3918000,6,0.54,0
MAD-00656,41,Homme,Marié(e),2,Alimentation,3.0,3365000,Oui,Oui,Non,1,0,0,Oui,547,1787000,9,0.53,0
MAD-00657,28,Femme,Marié(e),1,Divers,5.8,1112000,Non,Oui,Oui,1,0,0,Oui,647,396000,9,0.36,0
MAD-00658,39,Femme,Marié(e),0,Vêtements,9.6,1727000,Non,Oui,Oui,2,0,0,Non,698,1671000,9,0.97,0
MAD-00659,51,Femme,Marié(e),3,Vêtements,2.6,1773000,Oui,Non,Oui,1,0,0,Oui,627,743000,12,0.42,0
MAD-00660,34,Femme,Marié(e),7,Vêtements,3.3,5043000,Oui,Non,Non,1,0,0,Oui,545,906000,12,0.18,0
MAD-00661,19,Femme,Divorcé(e),3,Alimentation,2.0,4665000,Non,Oui,Oui,3,0,0,Non,615,2327000,6,0.5,1
MAD-00662,37,Homme,Marié(e),5,Électronique_Téléphonie,3.4,2609000,Oui,Non,Non,2,1,26,Oui,630,627000,6,0.24,0
MAD-00663,28,Homme,Célibataire,4,Vêtements,1.0,2218000,Oui,Oui,Non,1,0,0,Oui,545,2763000,18,1.25,1
MAD-00664,34,Femme,Célibataire,3,Vêtements,2.6,4464000,Non,Oui,Non,1,0,0,Non,509,2779000,6,0.62,1
MAD-00665,37,Femme,Marié(e),2,Alimentation,0.6,1607000,Oui,Non,Non,3,1,54,Non,585,347000,9,0.22,0
MAD-00666,19,Femme,Marié(e),3,Divers,1.9,3862000,Oui,Oui,Oui,0,0,0,Non,694,5312000,24,1.38,0
MAD-00667,20,Homme,Marié(e),6,Électronique_Téléphonie,4.6,3769000,Non,Non,Non,3,1,87,Oui,662,6473000,18,1.72,1
MAD-00668,43,Femme,Célibataire,7,Quincaillerie,2.8,2627000,Oui,Oui,Non,0,0,0,Oui,679,2376000,12,0.9,1
MAD-00669,32,Femme,Marié(e),2,Électronique_Téléphonie,6.6,3879000,Oui,Oui,Non,2,1,1,Non,509,1253000,6,0.32,0
MAD-00670,18,Femme,Célibataire,5,Quincaillerie,5.7,3300000,Oui,Oui,Non,1,0,0,Oui,803,4675000,12,1.42,0
MAD-00671,46,Homme,Divorcé(e),1,Tissus_Pagnes,4.7,4030000,Non,Non,Oui,1,0,0,Non,694,2706000,12,0.67,1
MAD-00672,40,Femme,Célibataire,4,Alimentation,0.3,1429000,Oui,Oui,Oui,2,0,0,Oui,439,878000,9,0.61,0
MAD-00673,30,Homme,Veuf(ve),0,Vêtements,14.7,4588000,Non,Oui,Oui,3,0,0,Non,507,1370000,3,0.3,0
MAD-00674,23,Femme,Célibataire,3,Vêtements,2.9,5289000,Non,Oui,Non,1,1,7,Oui,545,2629000,6,0.5,0
MAD-00675,47,Homme,Divorcé(e),3,Chaussures,6.0,3709000,Oui,Oui,Non,2,1,48,Non,623,3050000,9,0.82,0
MAD-00676,41,Femme,Divorcé(e),1,Alimentation,9.3,4396000,Non,Oui,Non,1,0,0,Oui,385,3782000,24,0.86,1
MAD-00677,64,Femme,Célibataire,2,Alimentation,1.8,2838000,Non,Oui,Non,0,0,0,Non,589,3032000,12,1.07,1
MAD-00678,42,Homme,Divorcé(e),4,Chaussures,1.1,4862000,Non,Oui,Oui,1,1,43,Oui,605,913000,3,0.19,1
MAD-00679,42,Homme,Veuf(ve),5,Alimentation,0.2,3072000,Oui,Oui,Non,0,1,58,Oui,300,732000,6,0.24,0
MAD-00680,36,Femme,Marié(e),2,Alimentation,12.2,1939000,Oui,Oui,Non,1,1,77,Oui,571,1115000,9,0.58,0
MAD-00681,46,Femme,Célibataire,4,Alimentation,1.4,4686000,Non,Oui,Oui,1,0,0,Oui,678,2661000,9,0.57,0
MAD-00682,44,Femme,Marié(e),3,Chaussures,25.3,1963000,Non,Non,Non,1,1,19,Oui,495,619000,3,0.32,1
MAD-00683,51,Femme,Divorcé(e),3,Alimentation,2.3,3525000,Non,Non,Non,2,0,0,Oui,496,5741000,24,1.63,0
MAD-00684,32,Femme,Marié(e),3,Alimentation,8.3,2643000,Oui,Oui,Non,1,0,0,Non,542,1846000,18,0.7,0
MAD-00685,33,Homme,Divorcé(e),1,Vêtements,0.3,2321000,Oui,Non,Oui,1,0,0,Non,379,1841000,24,0.79,0
MAD-00686,32,Femme,Célibataire,2,Chaussures,7.7,3482000,Oui,Non,Non,3,0,0,Non,590,1791000,9,0.51,0
MAD-00687,46,Homme,Veuf(ve),1,Alimentation,1.2,2038000,Non,Oui,Non,1,1,58,Oui,532,905000,18,0.44,0
MAD-00688,54,Femme,Marié(e),3,Alimentation,0.4,3932000,Non,Oui,Non,2,0,0,Oui,490,1909000,12,0.49,0
MAD-00689,32,Femme,Célibataire,1,Quincaillerie,0.6,3070000,Non,Oui,Oui,1,0,0,Oui,687,1443000,9,0.47,0
MAD-00690,33,Femme,Célibataire,4,Électronique_Téléphonie,7.4,2328000,Oui,Oui,Oui,0,0,0,Oui,629,334000,3,0.14,0
MAD-00691,41,Femme,Veuf(ve),4,Alimentation,0.7,6196000,Non,Oui,Non,1,0,0,Non,623,2844000,6,0.46,0
MAD-00692,35,Femme,Divorcé(e),6,Vêtements,2.4,3383000,Oui,Oui,Oui,1,0,0,Non,583,810000,6,0.24,0
MAD-00693,48,Femme,Célibataire,5,Alimentation,9.4,4467000,Oui,Oui,Oui,1,0,0,Oui,686,670000,18,0.15,0
MAD-00694,18,Homme,Célibataire,3,Chaussures,3.5,6552000,Oui,Oui,Non,0,0,0,Oui,736,1273000,12,0.19,0
MAD-00695,28,Homme,Marié(e),3,Vêtements,0.2,6395000,Oui,Oui,Oui,1,0,0,Oui,583,8885000,24,1.39,0
MAD-00696,29,Homme,Veuf(ve),1,Quincaillerie,1.3,4108000,Non,Oui,Oui,2,0,0,Oui,668,1614000,9,0.39,0
MAD-00697,18,Femme,Marié(e),6,Électronique_Téléphonie,1.8,2558000,Oui,Oui,Non,1,0,0,Oui,689,300000,3,0.12,0
MAD-00698,27,Femme,Célibataire,4,Cosmétiques,3.9,1464000,Oui,Non,Oui,3,0,0,Oui,657,1414000,9,0.97,1
MAD-00699,27,Femme,Célibataire,3,Alimentation,20.0,3914000,Oui,Oui,Non,1,1,43,Oui,706,928000,3,0.24,0
MAD-00700,35,Femme,Marié(e),1,Quincaillerie,4.0,5521000,Oui,Oui,Oui,1,1,32,Oui,506,5652000,18,1.02,0
MAD-00701,50,Femme,Marié(e),4,Chaussures,5.1,3747000,Non,Oui,Oui,2,0,0,Non,562,1443000,6,0.39,0
MAD-00702,35,Femme,Marié(e),2,Électronique_Téléphonie,3.7,556000,Oui,Oui,Oui,1,0,0,Non,550,300000,6,0.54,0
MAD-00703,26,Femme,Divorcé(e),5,Alimentation,1.1,4806000,Oui,Non,Oui,1,0,0,Oui,685,1167000,9,0.24,0
MAD-00704,37,Femme,Marié(e),6,Chaussures,3.6,5045000,Oui,Oui,Oui,2,0,0,Oui,595,7637000,18,1.51,0
MAD-00705,49,Femme,Marié(e),1,Électronique_Téléphonie,35.0,3556000,Non,Non,Non,2,0,0,Oui,537,2548000,9,0.72,0
MAD-00706,27,Femme,Célibataire,2,Divers,5.5,5259000,Oui,Non,Non,0,1,29,Non,726,300000,3,0.06,1
MAD-00707,27,Femme,Marié(e),2,Cosmétiques,10.2,4484000,Oui,Oui,Oui,0,1,32,Oui,734,3443000,12,0.77,1
MAD-00708,44,Femme,Divorcé(e),2,Tissus_Pagnes,4.6,2167000,Oui,Oui,Oui,2,0,0,Non,590,434000,3,0.2,0
MAD-00709,35,Femme,Marié(e),4,Tissus_Pagnes,22.8,6636000,Oui,Oui,Non,0,1,74,Oui,385,4005000,12,0.6,1
MAD-00710,45,Femme,Marié(e),0,Chaussures,1.2,1509000,Oui,Oui,Non,1,1,45,Non,720,2006000,12,1.33,1
MAD-00711,37,Femme,Marié(e),5,Quincaillerie,2.8,2950000,Oui,Oui,Oui,0,0,0,Oui,662,1913000,6,0.65,0
MAD-00712,45,Homme,Marié(e),2,Cosmétiques,4.2,2839000,Non,Oui,Oui,1,1,1,Oui,636,1249000,9,0.44,0
MAD-00713,26,Femme,Marié(e),5,Vêtements,1.7,1930000,Oui,Oui,Oui,2,1,19,Oui,600,305000,3,0.16,1
MAD-00714,37,Femme,Célibataire,3,Alimentation,3.0,3586000,Oui,Oui,Non,1,1,1,Oui,546,1072000,6,0.3,0
MAD-00715,35,Homme,Marié(e),2,Cosmétiques,10.6,6399000,Non,Oui,Oui,4,1,72,Oui,454,3306000,12,0.52,1
MAD-00716,24,Femme,Marié(e),3,Électronique_Téléphonie,9.0,6145000,Oui,Oui,Non,0,0,0,Non,680,1302000,6,0.21,0
MAD-00717,20,Homme,Marié(e),1,Alimentation,4.1,4527000,Oui,Oui,Oui,2,0,0,Non,579,964000,3,0.21,0
MAD-00718,45,Homme,Marié(e),0,Vêtements,1.2,1200000,Oui,Oui,Oui,3,1,26,Non,619,1546000,12,1.29,0
MAD-00719,34,Femme,Veuf(ve),3,Quincaillerie,0.7,1440000,Oui,Oui,Non,2,0,0,Non,621,1678000,12,1.17,1
MAD-00720,26,Femme,Marié(e),2,Tissus_Pagnes,6.7,3442000,Oui,Oui,Oui,2,0,0,Oui,524,4836000,18,1.4,0
MAD-00721,36,Homme,Veuf(ve),5,Vêtements,1.1,2936000,Non,Oui,Non,2,0,0,Non,745,440000,18,0.15,0
MAD-00722,50,Homme,Marié(e),1,Vêtements,10.8,2573000,Oui,Oui,Non,1,0,0,Non,673,300000,9,0.12,0
MAD-00723,18,Femme,Marié(e),4,Vêtements,8.5,8690000,Non,Oui,Non,5,0,0,Oui,629,6643000,9,0.76,0
MAD-00724,21,Femme,Marié(e),4,Alimentation,12.5,3510000,Non,Oui,Non,1,1,14,Non,628,3122000,9,0.89,0
MAD-00725,27,Femme,Marié(e),2,Cosmétiques,5.3,4145000,Oui,Oui,Oui,1,0,0,Non,458,3590000,12,0.87,0
MAD-00726,54,Femme,Célibataire,2,Cosmétiques,2.4,5165000,Non,Oui,Oui,3,0,0,Non,555,2357000,9,0.46,0
MAD-00727,41,Homme,Marié(e),2,Cosmétiques,3.2,3145000,Oui,Oui,Non,2,0,0,Non,482,6955000,24,2.21,0
MAD-00728,46,Femme,Marié(e),3,Cosmétiques,3.2,12396000,Oui,Oui,Non,0,0,0,Oui,631,11480000,12,0.93,0
MAD-00729,25,Homme,Célibataire,2,Alimentation,18.0,2303000,Non,Oui,Oui,0,1,60,Non,539,1199000,6,0.52,0
MAD-00730,25,Homme,Célibataire,4,Alimentation,4.6,2257000,Oui,Non,Oui,2,1,5,Oui,625,323000,12,0.14,0
MAD-00731,42,Femme,Veuf(ve),4,Alimentation,0.5,1776000,Non,Oui,Oui,0,1,20,Non,676,713000,6,0.4,1
MAD-00732,38,Femme,Veuf(ve),3,Alimentation,3.8,7100000,Oui,Oui,Oui,0,0,0,Non,485,17500000,24,2.46,0
MAD-00733,44,Homme,Célibataire,5,Chaussures,0.8,4622000,Oui,Oui,Oui,2,1,79,Oui,429,1983000,6,0.43,1
MAD-00734,35,Homme,Divorcé(e),2,Alimentation,0.1,2196000,Oui,Oui,Non,0,0,0,Oui,657,2162000,12,0.98,1
MAD-00735,41,Homme,Célibataire,4,Cosmétiques,6.0,2019000,Oui,Non,Non,0,0,0,Non,643,1435000,12,0.71,0
MAD-00736,39,Femme,Marié(e),1,Alimentation,2.6,6414000,Oui,Non,Oui,3,0,0,Oui,501,1173000,3,0.18,0
MAD-00737,46,Femme,Célibataire,3,Alimentation,1.1,3642000,Oui,Oui,Oui,2,0,0,Oui,727,4082000,12,1.12,0
MAD-00738,46,Femme,Marié(e),5,Alimentation,16.8,6929000,Oui,Non,Oui,2,0,0,Oui,758,1729000,6,0.25,0
MAD-00739,20,Homme,Célibataire,2,Tissus_Pagnes,12.8,3246000,Oui,Oui,Oui,2,0,0,Non,658,762000,6,0.23,0
MAD-00740,18,Femme,Veuf(ve),1,Cosmétiques,1.9,3976000,Non,Oui,Non,3,0,0,Oui,464,553000,3,0.14,0
MAD-00741,49,Femme,Marié(e),5,Électronique_Téléphonie,4.1,3612000,Oui,Oui,Oui,3,1,68,Oui,532,3831000,18,1.06,1
MAD-00742,51,Femme,Divorcé(e),1,Alimentation,7.8,2333000,Oui,Oui,Non,1,0,0,Non,650,759000,18,0.33,0
MAD-00743,26,Femme,Veuf(ve),4,Cosmétiques,1.3,2771000,Non,Oui,Non,1,0,0,Oui,575,637000,3,0.23,0
MAD-00744,18,Homme,Marié(e),2,Chaussures,1.7,1593000,Non,Oui,Non,3,1,16,Non,697,1555000,18,0.98,1
MAD-00745,39,Femme,Marié(e),5,Vêtements,7.7,4113000,Non,Oui,Non,1,0,0,Oui,589,5899000,18,1.43,0
MAD-00746,48,Femme,Veuf(ve),3,Alimentation,15.4,4958000,Non,Non,Non,0,0,0,Oui,789,300000,3,0.06,0
MAD-00747,57,Homme,Veuf(ve),2,Alimentation,6.9,5306000,Oui,Oui,Non,0,0,0,Non,690,10158000,24,1.91,0
MAD-00748,43,Homme,Marié(e),1,Alimentation,33.3,5267000,Oui,Oui,Oui,1,0,0,Oui,644,1450000,3,0.28,0
MAD-00749,33,Femme,Marié(e),4,Quincaillerie,1.7,2808000,Non,Non,Non,0,0,0,Non,682,3503000,18,1.25,0
MAD-00750,28,Femme,Célibataire,3,Vêtements,16.8,7449000,Oui,Oui,Oui,2,1,13,Oui,738,3961000,9,0.53,0
MAD-00751,38,Homme,Marié(e),4,Tissus_Pagnes,10.9,5159000,Non,Oui,Oui,2,0,0,Non,680,9901000,24,1.92,0
MAD-00752,34,Homme,Marié(e),4,Chaussures,1.7,6399000,Oui,Oui,Non,1,0,0,Oui,613,3460000,6,0.54,1
MAD-00753,26,Femme,Marié(e),0,Vêtements,3.1,6664000,Non,Oui,Oui,0,0,0,Non,540,2855000,6,0.43,0
MAD-00754,60,Femme,Marié(e),1,Cosmétiques,8.0,3000000,Non,Oui,Oui,2,0,0,Oui,499,3957000,18,1.32,0
MAD-00755,57,Femme,Célibataire,6,Alimentation,19.9,4258000,Oui,Oui,Oui,4,0,0,Non,400,5097000,12,1.2,0
MAD-00756,50,Femme,Célibataire,2,Tissus_Pagnes,1.7,4580000,Oui,Oui,Oui,4,1,55,Oui,553,4252000,12,0.93,1
MAD-00757,27,Homme,Célibataire,3,Alimentation,17.6,2100000,Non,Oui,Oui,3,0,0,Non,565,966000,12,0.46,1
MAD-00758,47,Femme,Célibataire,7,Vêtements,2.9,1678000,Non,Non,Oui,2,0,0,Oui,569,1812000,12,1.08,1
MAD-00759,45,Femme,Marié(e),1,Vêtements,5.1,1601000,Non,Non,Non,0,0,0,Oui,692,300000,3,0.19,0
MAD-00760,42,Homme,Marié(e),5,Chaussures,3.0,2877000,Non,Oui,Non,2,0,0,Non,589,511000,3,0.18,0
MAD-00761,51,Homme,Marié(e),1,Cosmétiques,2.8,2546000,Oui,Non,Oui,2,0,0,Oui,790,932000,6,0.37,0
MAD-00762,44,Homme,Marié(e),2,Chaussures,1.7,1394000,Oui,Non,Non,1,0,0,Non,568,690000,6,0.49,0
MAD-00763,46,Femme,Marié(e),4,Alimentation,5.1,3364000,Oui,Non,Non,2,0,0,Non,532,6180000,18,1.84,1
MAD-00764,45,Femme,Marié(e),1,Divers,1.4,2848000,Non,Oui,Non,1,0,0,Oui,486,1007000,6,0.35,0
MAD-00765,41,Femme,Marié(e),1,Alimentation,27.5,6492000,Non,Oui,Non,0,0,0,Non,665,5937000,9,0.91,0
MAD-00766,18,Femme,Marié(e),4,Électronique_Téléphonie,8.2,9196000,Oui,Oui,Non,1,1,29,Oui,680,1723000,3,0.19,0
MAD-00767,38,Femme,Célibataire,5,Chaussures,2.9,3889000,Non,Non,Oui,3,0,0,Non,546,6537000,18,1.68,0
MAD-00768,31,Femme,Célibataire,2,Cosmétiques,3.3,2115000,Oui,Oui,Non,2,0,0,Oui,524,402000,3,0.19,0
MAD-00769,23,Femme,Veuf(ve),1,Tissus_Pagnes,5.6,4389000,Non,Non,Non,0,0,0,Oui,737,606000,3,0.14,0
MAD-00770,56,Homme,Célibataire,3,Chaussures,4.0,3093000,Oui,Oui,Non,0,0,0,Non,489,5923000,18,1.91,0
MAD-00771,57,Homme,Célibataire,5,Chaussures,4.4,2724000,Oui,Oui,Oui,3,0,0,Non,710,357000,3,0.13,0
MAD-00772,52,Femme,Marié(e),2,Alimentation,6.2,2028000,Oui,Oui,Non,3,0,0,Non,568,1021000,12,0.5,1
MAD-00773,40,Femme,Célibataire,3,Électronique_Téléphonie,2.9,2378000,Non,Non,Non,0,1,8,Non,623,384000,6,0.16,0
MAD-00774,52,Femme,Marié(e),5,Alimentation,15.8,3156000,Non,Oui,Oui,3,0,0,Oui,696,3409000,12,1.08,1
